Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId
0017200000biNZ7AAM,,,帝徳ホームズ株式会社,お客様候補,,丸の内１－２－１,千代田区,東京都,100-8050,JP,,,,"{""city"":""千代田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""100-8050"",""state"":""東京都"",""street"":""丸の内１－２－１""}",,,,,,,,,,03-1234-5054,03-5793-8302,A-127507,teitoku-homes.example.com,/services/images/photo/0017200000biNZ7AAM,,保険,1469685000000,12255,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZ8AAM,,,昭和カップ株式会社,お客様,,日本橋小網町１４－１,中央区,東京都,103-0016,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""103-0016"",""state"":""東京都"",""street"":""日本橋小網町１４－１""}",,,,,,,,,,03-1234-5055,03-5793-8302,A-127648,showa-cup.example.com,/services/images/photo/0017200000biNZ8AAM,,食品卸売,33926000000,107,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",将来見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZ9AAM,,,株式会社レーヨンクリカー,お客様,,月島１－３－４,中央区,東京都,104-0052,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""104-0052"",""state"":""東京都"",""street"":""月島１－３－４""}",,,,,,,,,,03-1234-5056,03-5793-8302,A-127524,reyon-kurica.example.com,/services/images/photo/0017200000biNZ9AAM,,食品卸売,235948000000,683,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み無し,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZAAA2,,,後藤田建築事務所株式会社,お客様,,中央区磯辺通１丁目１－３９,神戸市,兵庫県,6510084,JP,,,,"{""city"":""神戸市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""6510084"",""state"":""兵庫県"",""street"":""中央区磯辺通１丁目１－３９""}",,,,,,,,,,03-1234-5057,03-5793-8302,A-127548,gotoda-kenchiku.example.com,/services/images/photo/0017200000biNZAAA2,,製造,98619000000,1307,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",将来見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZBAA2,,,三谷プラスチックス株式会社,お客様候補,,北青山２－５－８,港区,東京都,107-8627,JP,,,,"{""city"":""港区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""107-8627"",""state"":""東京都"",""street"":""北青山２－５－８""}",,,,,,,,,,03-1234-5058,03-5793-8302,A-127542,mitani-plastic.example.com,/services/images/photo/0017200000biNZBAA2,,医薬品,114249000000,282,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みなし,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZCAA2,,,太西通商株式会社,お客様候補,,霞が関３－７－１,千代田区,東京都,100-0013,JP,,,,"{""city"":""千代田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""100-0013"",""state"":""東京都"",""street"":""霞が関３－７－１""}",,,,,,,,,,03-1234-5059,03-5793-8302,A-127557,tanisi-tsusho.example.com,/services/images/photo/0017200000biNZCAA2,,公共サービス&エネルギー,85648000000,81,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みなし,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZDAA2,,,木村田ゼミナール株式会社,お客様,,中央区都町２丁目１９－３,千葉市,千葉県,107-0052,JP,,,,"{""city"":""千葉市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""107-0052"",""state"":""千葉県"",""street"":""中央区都町２丁目１９－３""}",,,,,,,,,,03-1234-5060,03-5793-8302,A-127558,kimurada-zemi.example.com,/services/images/photo/0017200000biNZDAA2,,食品,85426000000,688,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",将来見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZEAA2,,,古樹産業株式会社,お客様,,日本橋室町２－３－１４,中央区,東京都,103-8315,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""103-8315"",""state"":""東京都"",""street"":""日本橋室町２－３－１４""}",,,,,,,,,,03-1234-5061,03-5793-8302,A-127589,furuki-sangyo.example.com,/services/images/photo/0017200000biNZEAA2,,流通&小売,75837900000,150,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZFAA2,,,大坂貿易株式会社,お客様候補,,八丁堀２－１３－８,中央区,東京都,104-8510,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""104-8510"",""state"":""東京都"",""street"":""八丁堀２－１３－８""}",,,,,,,,,,03-1234-5062,03-5793-8302,A-127590,oosaka-boeki.example.com,/services/images/photo/0017200000biNZFAA2,,流通&小売,60902000000,253,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZGAA2,,,Sample Account for Entitlements,,,,,,,,,,,,,,,,,,,,,,,,,/services/images/photo/0017200000biNZGAA2,,,,,,,,,,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZHAA2,,,株式会社ヨグチ,お客様,,海岸２－１－２１,港区,東京都,105-0022,JP,,,,"{""city"":""港区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""105-0022"",""state"":""東京都"",""street"":""海岸２－１－２１""}",,,,,,,,,,03-1234-5063,03-5793-8302,A-127584,yoguchi.example.com,/services/images/photo/0017200000biNZHAA2,,食品卸売,63942000000,240,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZIAA2,,,田中ドライブ株式会社,お客様,,守山区中新７-８－５０１,名古屋市,愛知県,108-8405,JP,,,,"{""city"":""名古屋市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""108-8405"",""state"":""愛知県"",""street"":""守山区中新７-８－５０１""}",,,,,,,,,,03-1234-5064,03-5793-8302,A-127508,tanaka-drive.example.com,/services/images/photo/0017200000biNZIAA2,,流通&小売,1327335000000,1037,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZJAA2,,,平成トレーダー株式会社,パートナー,,西区高島２－６－３２,横浜市,神奈川県,220-0011,JP,,,,"{""city"":""横浜市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""220-0011"",""state"":""神奈川県"",""street"":""西区高島２－６－３２""}",,,,,,,,,,03-1234-5065,03-5793-8302,A-127535,heisei-trader.example.com,/services/images/photo/0017200000biNZJAA2,,流通&小売,137331000000,223,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：中,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZKAA2,,,大帝国商事株式会社,旧お客様,,神田神保町３－５,千代田区,東京都,101-8423,JP,,,,"{""city"":""千代田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""101-8423"",""state"":""東京都"",""street"":""神田神保町３－５""}",,,,,,,,,,03-1234-5066,03-5793-8302,A-127536,daiteikoku-shoji.example.com,/services/images/photo/0017200000biNZKAA2,,流通&小売,125730000000,400,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みなし,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZLAA2,,,株式会社森谷川商会,旧お客様,,八重洲１－４－２２,中央区,東京都,103-8680,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""103-8680"",""state"":""東京都"",""street"":""八重洲１－４－２２""}",,,,,,,,,,03-1234-5067,03-5793-8302,A-127551,moritanikawa-shokai.example.com,/services/images/photo/0017200000biNZLAA2,,精密・機械卸売,94517000000,671,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZMAA2,,,曙機材株式会社,お客様,,日本橋３－６－２,中央区,東京都,103-0027,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""103-0027"",""state"":""東京都"",""street"":""日本橋３－６－２""}",,,,,,,,,,03-1234-5068,03-5793-8302,A-127654,akebono-kizai.example.com,/services/images/photo/0017200000biNZMAA2,,流通&小売,33120000000,252,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZNAA2,,,丸田無線電機株式会社,旧お客様,,外神田３－１３－５,千代田区,東京都,101-0021,JP,,,,"{""city"":""千代田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""101-0021"",""state"":""東京都"",""street"":""外神田３－１３－５""}",,,,,,,,,,03-1234-5069,03-5793-8302,A-127636,maruta-musen.example.com,/services/images/photo/0017200000biNZNAA2,,電機卸売,37083000000,329,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZOAA2,,,大東京エンジニアリング株式会社,お客様,,銀座５－１２－８,中央区,東京都,104-0061,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""104-0061"",""state"":""東京都"",""street"":""銀座５－１２－８""}",,,,,,,,,,03-1234-5070,03-5793-8302,A-127629,daitokyo-engineering.example.com,/services/images/photo/0017200000biNZOAA2,,製造,42238000000,1103,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み無し,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZPAA2,,,イビン産業（株）,お客様,,内原1丁目197,大垣市,愛知県,503-0936,JP,,,,"{""city"":""大垣市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""503-0936"",""state"":""愛知県"",""street"":""内原1丁目197""}",,,,,,,,,,03-1234-5071,0584-89-0777,A-127644,ibin-sangyo.example.com,/services/images/photo/0017200000biNZPAA2,,流通&小売,34492000000,610,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。",将来見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZQAA2,,,曙橋産業株式会社,旧お客様,,日本橋本石町１－１－６,中央区,東京都,103-0021,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""103-0021"",""state"":""東京都"",""street"":""日本橋本石町１－１－６""}",,,,,,,,,,03-1234-5072,03-5793-8302,A-127616,akebonobashi-sangyo.example.com,/services/images/photo/0017200000biNZQAA2,,流通&小売,46040000000,343,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：中,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZRAA2,,,株式会社萌商会,パートナー,,南蒲田１－１－２５,大田区,東京都,144-8505,JP,,,,"{""city"":""大田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""144-8505"",""state"":""東京都"",""street"":""南蒲田１－１－２５""}",,,,,,,,,,03-1234-5073,03-5793-8302,A-127592,moe-shokai.example.com,/services/images/photo/0017200000biNZRAA2,,医薬品,59166000000,740,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：中,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZSAA2,,,株式会社ステンレスセンター,パートナー,,内神田２－３－４,千代田区,東京都,101-0047,JP,,,,"{""city"":""千代田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""101-0047"",""state"":""東京都"",""street"":""内神田２－３－４""}",,,,,,,,,,03-1234-5074,03-5793-8302,A-127608,stainless-center.example.com,/services/images/photo/0017200000biNZSAA2,,鉄鋼・金属卸売,52156000000,263,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みなし,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZTAA2,,,株式会社月光堂,お客様,,板橋２－６５－８,板橋区,東京都,173-0004,JP,,,,"{""city"":""板橋区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""173-0004"",""state"":""東京都"",""street"":""板橋２－６５－８""}",,,,,,,,,,03-1234-5075,03-5793-8302,A-127538,gekkodo.example.com,/services/images/photo/0017200000biNZTAA2,,流通&小売,122497000000,534,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZUAA2,,,株式会社佐田工業,お客様候補,,大宮区桜木町4-383,さいたま市,愛知県,330-0854,JP,,,,"{""city"":""さいたま市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""330-0854"",""state"":""愛知県"",""street"":""大宮区桜木町4-383""}",,,,,,,,,,03-1234-5076,03-5793-8302,A-127552,sada-kogyo.example.com,/services/images/photo/0017200000biNZUAA2,,医薬品,93450000000,3452,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNZVAA2,,,株式会社四川商会222,パートナー,,中央1丁目12-36,甲府市,愛知県,400-0032,JP,,,,"{""city"":""甲府市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""400-0032"",""state"":""愛知県"",""street"":""中央1丁目12-36""}",,,,,,,,,,03-1234-5077,03-5793-8302,A-127615,yotsukawa-shokai.example.com,/services/images/photo/0017200000biNZVAA2,,流通&小売,46377000000,197,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
